10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,4,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
1,1,1,10,10,10,10,10,10,1,1,10,10,10,10,10,10,10,1,1,1,1,1,1,4,5,4,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
1,1,1,1,10,10,10,1,1,1,1,10,10,10,1,10,10,1,1,1,1,1,1,1,4,5,4,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,
1,1,1,1,8,8,8,1,1,1,1,4,5,4,4,4,4,4,4,1,1,1,1,1,4,5,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,
1,1,1,1,8,8,8,8,8,1,1,4,5,5,5,5,5,5,4,1,1,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,
1,1,1,8,8,8,8,8,8,8,8,4,4,4,4,4,4,5,4,1,1,4,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,5,4,4,4,4,1,1,1,1,1,8,8,8,1,1,1,1,10,10,10,10,
1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,8,8,8,8,1,1,10,10,10,10,10,
1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,1,1,1,1,1,1,1,8,8,8,8,8,1,1,1,10,10,10,10,
4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,4,5,4,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,10,10,10,
5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,1,1,1,1,1,1,8,8,8,1,1,1,1,1,1,1,10,10,10,
4,4,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,1,1,1,1,1,1,8,1,1,1,1,1,1,1,10,10,10,10,
1,1,1,1,1,1,4,5,4,1,4,4,1,1,1,1,1,1,1,1,1,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,
1,1,1,1,1,1,4,5,4,4,4,5,4,1,1,1,1,1,1,1,1,4,4,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,
4,1,1,1,1,1,4,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,
5,4,1,1,1,1,4,5,5,5,5,7,5,5,4,1,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,
5,5,4,4,4,4,4,5,5,7,7,7,7,7,4,4,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,
7,5,5,5,5,5,5,5,5,5,7,7,7,5,5,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,
7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,
7,7,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,
7,7,7,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,
7,7,7,7,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,
7,7,7,7,7,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,
