695,696,697,695,696,697,695,696,697,695,696,697,695,696,697,695,696,697,698,699,700,695,696,697,695,696,697,695,696,697,695,696,697,695,696,697,695,696,697,695,696,697,695
673,674,675,673,674,675,673,674,675,673,674,675,673,674,675,673,674,675,701,702,703,673,674,675,673,674,675,673,674,675,673,674,675,673,674,675,673,674,675,695,674,675,695
676,677,678,676,677,678,676,677,678,676,677,678,676,677,678,676,677,678,704,75,706,676,677,678,676,677,678,676,677,678,676,677,678,676,677,678,676,677,678,695,677,678,695
679,679,680,679,649,649,649,649,649,649,649,649,649,649,649,649,649,649,670,71,672,649,649,649,649,650,650,649,649,649,650,650,649,649,650,650,650,649,649,680,680,680,680
679,680,650,649,649,649,649,649,650,650,649,649,707,649,649,683,685,649,670,71,672,649,686,684,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,680,713,680
680,649,649,649,649,649,713,649,650,650,649,649,708,649,649,687,689,649,670,71,672,649,688,690,649,649,649,649,707,649,649,649,649,649,649,707,649,649,649,649,649,649,680
649,649,649,660,659,649,649,649,649,649,649,649,709,649,649,691,693,649,670,71,672,649,692,694,649,649,649,649,708,649,649,649,713,713,649,708,649,649,649,649,649,649,649
649,713,649,661,662,663,649,649,649,649,649,649,713,649,649,649,649,649,670,71,672,649,649,649,649,649,649,649,709,649,649,649,649,649,649,709,649,649,649,649,649,649,649
649,649,649,664,665,666,649,649,649,649,649,649,649,649,649,649,710,649,670,71,672,649,710,649,649,649,713,649,713,649,649,649,649,649,649,713,649,649,649,649,649,649,649
649,649,649,667,668,669,649,649,649,649,649,713,713,649,680,649,711,649,670,71,672,649,711,649,649,649,649,649,649,649,649,660,659,649,649,649,649,649,649,713,649,649,649
649,649,649,649,649,649,649,649,707,649,649,713,713,649,680,649,712,649,670,71,672,649,712,649,649,649,649,649,649,649,649,661,662,663,649,649,649,713,649,649,649,649,649
649,649,649,649,649,649,649,649,708,649,649,649,649,649,649,649,713,649,670,71,672,649,713,649,680,680,649,649,649,713,649,664,665,666,649,649,649,649,649,649,649,649,649
713,649,649,649,649,649,649,649,709,649,649,649,649,649,649,649,649,680,670,71,672,650,649,649,680,680,649,649,649,713,649,667,668,669,649,649,649,649,649,649,650,649,649
649,649,649,649,649,713,649,649,680,649,649,649,649,649,649,649,649,649,670,71,672,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,650,650,649,649
649,649,649,649,649,649,680,680,680,649,649,649,649,650,650,649,710,649,670,71,672,649,710,649,649,649,713,649,649,707,649,649,649,649,649,649,649,649,649,649,649,649,649
649,649,713,649,649,649,649,680,680,649,649,713,649,650,650,649,711,649,670,71,672,649,711,649,649,649,649,649,649,708,649,649,649,680,649,649,649,713,649,649,649,649,649
680,680,649,649,649,649,680,680,649,649,649,649,649,649,649,649,712,649,670,71,672,649,712,649,649,649,649,649,649,709,649,649,649,649,649,649,649,649,649,649,649,713,649
680,680,649,649,649,649,649,649,649,649,649,649,649,649,649,649,713,649,670,71,672,649,713,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649
680,680,680,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,670,71,672,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649
652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,681,60,682,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652
72,72,72,72,60,73,60,60,60,60,60,603,60,60,60,60,60,60,60,60,60,72,72,60,60,60,602,602,602,60,60,73,73,73,60,604,60,60,603,60,60,602,602
72,72,72,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72,60,60,74,60,602,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
72,72,60,60,60,60,602,602,60,60,60,60,60,60,60,602,60,60,60,60,60,74,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72
72,72,60,603,60,60,602,602,60,60,72,72,60,60,60,60,60,60,604,60,60,60,60,60,60,60,60,60,60,60,603,60,60,602,60,60,60,60,60,60,60,60,72
72,649,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,72,60
