302,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,300,300,304,300,301
302,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,300,300,305,300,301
302,300,300,303,300,300,300,300,300,300,300,326,300,300,300,326,300,300,300,300,319,320,321,300,300,300,300,326,303,300,300,326,300,300,300,300,300,300,300,300,300,300,300
346,50,50,50,325,50,50,50,50,50,50,327,50,50,50,327,50,50,50,50,318,317,316,50,50,50,50,327,50,50,50,327,50,50,50,50,50,50,50,346,50,329,330
50,325,324,50,50,50,50,50,50,50,50,50,50,50,50,50,325,50,50,322,313,314,315,322,50,50,50,50,50,328,50,50,50,50,50,50,50,50,50,50,50,331,332
50,50,50,50,328,50,329,330,50,50,50,50,50,50,50,50,50,50,50,323,312,311,310,323,50,50,50,50,50,50,50,50,50,50,50,329,330,50,50,50,50,333,334
50,50,325,50,50,50,331,332,50,50,50,50,50,50,50,50,50,50,308,50,51,52,53,50,308,50,50,50,50,50,50,50,50,50,50,331,332,50,50,50,50,306,306
50,50,50,50,325,50,333,334,50,50,346,50,50,50,50,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,333,334,50,50,50,50,50,50
50,50,50,50,50,50,306,306,50,50,338,338,340,338,339,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,325,50,50,306,306,50,50,50,50,50,346
50,50,50,50,50,50,50,50,50,344,339,338,338,338,338,345,50,50,308,50,51,52,53,50,308,50,50,50,50,50,50,50,50,325,50,50,50,50,50,50,50,346,346
50,50,50,50,50,50,50,50,50,50,338,338,338,343,338,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,58,50,50,50,50,50,50,50,50,346,346
50,50,50,50,50,50,329,330,50,344,338,338,339,338,338,345,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,325,50,329,330,50,50,50,50,346,346
50,50,50,50,50,50,331,332,50,50,338,338,338,338,341,50,50,50,308,50,51,52,53,50,308,50,50,50,50,50,50,50,50,328,50,331,332,50,50,50,50,346,346
50,50,50,50,50,50,333,334,50,344,338,342,338,338,338,345,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,325,50,50,50,333,334,50,50,50,50,346,346
50,50,50,50,50,50,306,306,50,50,338,338,338,338,338,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,306,306,50,50,50,50,346,346
50,50,50,50,50,50,50,50,50,344,338,338,338,338,338,345,50,50,308,50,51,52,53,50,308,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,346,346,346
50,346,50,50,50,50,50,50,50,50,339,340,338,338,340,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,346,346,346
50,50,50,50,50,50,329,330,50,50,335,336,336,336,337,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,329,330,50,50,50,346,346,346
50,50,50,50,50,50,331,332,50,50,50,346,50,50,50,50,50,50,308,50,51,52,53,50,308,50,50,50,50,50,50,50,50,50,50,331,332,50,50,50,346,346,346
50,50,50,50,50,50,333,334,50,50,50,50,50,50,50,346,346,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,333,334,50,50,50,346,346,346
346,50,50,50,325,50,306,306,50,50,50,50,50,50,50,346,346,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,306,306,50,50,50,346,346,346
346,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,346,346,346
346,346,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,346,346,346
346,346,346,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,52,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,346,346,346
